Imagen,Ruta,Ancho,Alto,Calidad
VentSuc02_2025-08-19_16-23-25_RS_T84_5.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-25_RS_T84_5.png,432,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T79_20.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T79_20.png,450,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T75_19.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T75_19.png,459,288,No_Calidad
VentSuc02_2025-08-19_16-23-25_RS_T81_4.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-25_RS_T81_4.png,434,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T81_12.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T81_12.png,422,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T80_10.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T80_10.png,437,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T80_28.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T80_28.png,463,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T80_14.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T80_14.png,427,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T82_13.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T82_13.png,434,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T81_17.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T81_17.png,437,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T83_27.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T83_27.png,458,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T82_25.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T82_25.png,469,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T83_22.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T83_22.png,456,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T82_11.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T82_11.png,430,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T84_15.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T84_15.png,442,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T85_9.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T85_9.png,421,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T83_23.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T83_23.png,432,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T84_26.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T84_26.png,465,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T85_16.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T85_16.png,424,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T87_21.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T87_21.png,443,288,No_Calidad
VentSuc02_2025-08-19_16-23-26_RS_T88_24.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T88_24.png,427,288,Minima
VentSuc02_2025-08-19_16-23-26_RS_T86_18.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-26_RS_T86_18.png,430,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T79_31.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T79_31.png,450,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T79_32.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T79_32.png,460,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T80_29.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T80_29.png,455,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T79_37.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T79_37.png,435,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T81_36.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T81_36.png,442,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T78_35.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T78_35.png,442,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T82_30.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T82_30.png,454,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T82_34.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T82_34.png,443,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T82_42.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T82_42.png,410,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T80_43.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T80_43.png,422,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T86_38.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T86_38.png,440,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T83_41.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T83_41.png,416,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T84_39.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T84_39.png,435,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T83_33.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T83_33.png,450,288,No_Calidad
VentSuc02_2025-08-19_16-23-27_RS_T86_40.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-27_RS_T86_40.png,440,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T79_54.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T79_54.png,421,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T79_55.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T79_55.png,417,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T79_56.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T79_56.png,417,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T79_44.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T79_44.png,418,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T81_48.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T81_48.png,419,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T80_57.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T80_57.png,414,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T81_50.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T81_50.png,419,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T81_58.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T81_58.png,411,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T80_53.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T80_53.png,424,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T82_45.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T82_45.png,430,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T82_47.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T82_47.png,440,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T82_49.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T82_49.png,424,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T81_59.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T81_59.png,416,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T85_46.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T85_46.png,438,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T82_52.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T82_52.png,427,288,No_Calidad
VentSuc02_2025-08-19_16-23-28_RS_T82_51.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-28_RS_T82_51.png,424,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T81_60.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T81_60.png,417,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T82_62.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_62.png,421,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T81_64.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T81_64.png,414,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T82_66.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_66.png,432,288,Minima
VentSuc02_2025-08-19_16-23-29_RS_T82_61.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_61.png,421,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T82_71.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_71.png,441,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T82_67.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_67.png,437,288,Minima
VentSuc02_2025-08-19_16-23-29_RS_T82_70.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_70.png,438,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T82_68.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T82_68.png,440,288,Minima
VentSuc02_2025-08-19_16-23-29_RS_T83_63.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T83_63.png,417,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T85_65.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T85_65.png,434,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T84_69.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T84_69.png,441,288,No_Calidad
VentSuc02_2025-08-19_16-23-30_RS_T81_73.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-30_RS_T81_73.png,441,288,No_Calidad
VentSuc02_2025-08-19_16-23-29_RS_T83_72.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-29_RS_T83_72.png,438,288,No_Calidad
VentSuc02_2025-08-19_16-23-30_RS_T81_75.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-30_RS_T81_75.png,441,288,No_Calidad
VentSuc02_2025-08-19_16-23-30_RS_T83_5.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-30_RS_T83_5.png,440,288,No_Calidad
VentSuc02_2025-08-19_16-23-30_RS_T83_2.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-30_RS_T83_2.png,443,288,No_Calidad
VentSuc02_2025-08-19_16-23-30_RS_T82_4.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-30_RS_T82_4.png,440,288,No_Calidad
VentSuc03_2025-08-19_16-57-54_RS_T21_3.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-54_RS_T21_3.png,326,288,422
VentSuc03_2025-08-19_16-57-54_RS_T22_2.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-54_RS_T22_2.png,296,288,422
VentSuc03_2025-08-19_16-57-54_RS_T23_5.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-54_RS_T23_5.png,263,288,422
VentSuc03_2025-08-19_16-57-54_RS_T31_4.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-54_RS_T31_4.png,283,288,422
VentSuc02_2025-08-19_16-23-30_RS_T85_74.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc02/VentSuc02_2025-08-19_16-23-30_RS_T85_74.png,438,288,No_Calidad
VentSuc03_2025-08-19_16-57-55_RS_T17_9.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T17_9.png,336,288,422
VentSuc03_2025-08-19_16-57-55_RS_T15_10.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T15_10.png,310,288,422
VentSuc03_2025-08-19_16-57-55_RS_T16_14.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T16_14.png,264,288,422
VentSuc03_2025-08-19_16-57-54_RS_T35_1.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-54_RS_T35_1.png,324,288,422
VentSuc03_2025-08-19_16-57-55_RS_T18_6.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T18_6.png,290,288,422
VentSuc03_2025-08-19_16-57-55_RS_T18_13.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T18_13.png,301,288,422
VentSuc03_2025-08-19_16-57-55_RS_T18_15.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T18_15.png,286,288,422
VentSuc03_2025-08-19_16-57-55_RS_T20_16.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T20_16.png,304,288,422
VentSuc03_2025-08-19_16-57-55_RS_T18_7.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T18_7.png,306,288,422
VentSuc03_2025-08-19_16-57-55_RS_T19_11.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T19_11.png,296,288,422
VentSuc03_2025-08-19_16-57-55_RS_T19_20.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T19_20.png,272,288,422
VentSuc03_2025-08-19_16-57-55_RS_T19_19.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T19_19.png,500,288,422
VentSuc03_2025-08-19_16-57-55_RS_T21_18.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T21_18.png,265,288,422
VentSuc03_2025-08-19_16-57-55_RS_T21_17.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T21_17.png,192,311,422
VentSuc03_2025-08-19_16-57-55_RS_T22_22.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T22_22.png,276,288,422
VentSuc03_2025-08-19_16-57-55_RS_T21_12.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T21_12.png,291,288,422
VentSuc03_2025-08-19_16-57-55_RS_T24_21.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T24_21.png,283,288,422
VentSuc03_2025-08-19_16-57-56_RS_T19_24.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-56_RS_T19_24.png,343,288,422
VentSuc03_2025-08-19_16-57-57_RS_T18_26.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-57_RS_T18_26.png,327,288,422
VentSuc03_2025-08-19_16-57-56_RS_T21_23.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-56_RS_T21_23.png,256,288,422
VentSuc03_2025-08-19_16-57-55_RS_T24_8.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-55_RS_T24_8.png,282,288,422
VentSuc03_2025-08-19_16-57-58_OI_T16_1.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_OI_T16_1.png,637,309,422
VentSuc03_2025-08-19_16-57-57_RS_T20_25.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-57_RS_T20_25.png,377,288,422
VentSuc03_2025-08-19_16-57-58_RS_T16_3.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T16_3.png,350,288,422
VentSuc03_2025-08-19_16-57-58_OI_T15_2.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_OI_T15_2.png,729,350,422
VentSuc03_2025-08-19_16-57-58_RS_T16_29.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T16_29.png,342,288,422
VentSuc03_2025-08-19_16-57-58_RS_T15_9.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T15_9.png,317,288,422
VentSuc03_2025-08-19_16-57-58_RS_T16_7.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T16_7.png,378,288,422
VentSuc03_2025-08-19_16-57-58_RS_T16_8.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T16_8.png,336,288,422
VentSuc03_2025-08-19_16-57-58_RS_T16_28.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T16_28.png,350,288,422
VentSuc03_2025-08-19_16-57-58_RS_T17_6.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T17_6.png,346,288,422
VentSuc03_2025-08-19_16-57-58_RS_T18_5.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T18_5.png,342,288,422
VentSuc03_2025-08-19_16-57-58_RS_T18_27.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T18_27.png,372,288,422
VentSuc03_2025-08-19_16-58-04_RS_T15_28.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T15_28.png,310,288,422
VentSuc03_2025-08-19_16-57-58_RS_T17_4.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-57-58_RS_T17_4.png,337,288,422
VentSuc03_2025-08-19_16-58-04_RS_T18_14.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T18_14.png,286,288,422
VentSuc03_2025-08-19_16-58-04_RS_T18_12.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T18_12.png,301,288,422
VentSuc03_2025-08-19_16-58-04_RS_T17_27.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T17_27.png,336,288,422
VentSuc03_2025-08-19_16-58-04_RS_T18_24.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T18_24.png,290,288,422
VentSuc03_2025-08-19_16-58-04_RS_T19_18.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T19_18.png,500,288,422
VentSuc03_2025-08-19_16-58-04_RS_T16_13.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T16_13.png,264,288,422
VentSuc03_2025-08-19_16-58-04_RS_T19_29.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T19_29.png,296,288,422
VentSuc03_2025-08-19_16-58-04_RS_T21_11.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T21_11.png,291,288,422
VentSuc03_2025-08-19_16-58-04_RS_T19_19.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T19_19.png,272,288,422
VentSuc03_2025-08-19_16-58-04_RS_T18_25.png,C:/Users/angel/OneDrive/Documentos/GS/Mike/Insumos 1/Insumos/VentSuc03/VentSuc03_2025-08-19_16-58-04_RS_T18_25.png,306,288,422
